rank;infinitiv;Ind_Präsens_1S;Ind_Präsens_2S;Indicatif_Présent_il_(elle,_on);Ind_Präsens_1P;Ind_Präsens_2P;Indicatif_Présent_ils_(elles);Imperatif_Imperatif_Présent_;Partizip_Präsens;Participe_Participe_Passé_masculin_singulier;Participe_Participe_Passé_feminin_singulier;Participe_Participe_Passé_masculin_pluriel;Participe_Participe_Passé_feminin_pluriel;Ind_Futur_1S;Ind_Futur_2S;Indicatif_Futur_il_(elle,_on);Ind_Futur_1P;Ind_Futur_2P;Indicatif_Futur_ils_(elles);Ind_Imperfekt_1S;Ind_Imperfekt_2S;Indicatif_Imparfait_il_(elle,_on);Ind_Imperfekt_1P;Ind_Imperfekt_2P;Indicatif_Imparfait_ils_(elles);Cond_Präsens_1S;Cond_Präsens_2S;Conditionnel_Présent_il_(elle,_on);Cond_Präsens_1P;Cond_Präsens_2P;Conditionnel_Présent_ils_(elles);Subjonctif_Présent_je;Subjonctif_Présent_tu;Subjonctif_Présent_il_(elle,_on);Subjonctif_Présent_nous;Subjonctif_Présent_vous;Subjonctif_Présent_ils_(elles);Indicatif_Passé_Simple_je;Indicatif_Passé_Simple_tu;Indicatif_Passé_Simple_il_(elle,_on);Indicatif_Passé_Simple_nous;Indicatif_Passé_Simple_vous;Indicatif_Passé_Simple_ils_(elles);Subjonctif_Imparfait_je;Subjonctif_Imparfait_tu;Subjonctif_Imparfait_il_(elle,_on);Subjonctif_Imparfait_nous;Subjonctif_Imparfait_vous;Subjonctif_Imparfait_ils_(elles)
5332;flyer;flie;flies;flie;flyons;flyez;flient;flyez;flyant;flyé;flyée;flyés;flyées;flierai;flieras;fliera;flierons;flierez;flieront;flyais;flyais;flyait;flyions;flyiez;flyaient;flierais;flierais;flierait;flierions;flieriez;flieraient;flie;flies;flie;flyions;flyiez;flient;flyai;flyas;flya;flyâmes;flyâtes;flyèrent;flyasse;flyasses;flyât;flyassions;flyassiez;flyassent
5333;respirer;respire;respires;respire;respirons;respirez;respirent;respirez;respirant;respiré;respirée;respirés;respirées;respirerai;respireras;respirera;respirerons;respirerez;respireront;respirais;respirais;respirait;respirions;respiriez;respiraient;respirerais;respirerais;respirerait;respirerions;respireriez;respireraient;respire;respires;respire;respirions;respiriez;respirent;respirai;respiras;respira;respirâmes;respirâtes;respirèrent;respirasse;respirasses;respirât;respirassions;respirassiez;respirassent
5339;cavalier;cavalie;cavalies;cavalie;cavalions;cavaliez;cavalient;cavaliez;cavaliant;cavalié;cavaliée;cavaliés;cavaliées;cavalierai;cavalieras;cavaliera;cavalierons;cavalierez;cavalieront;cavaliais;cavaliais;cavaliait;cavaliions;cavaliiez;cavaliaient;cavalierais;cavalierais;cavalierait;cavalierions;cavalieriez;cavalieraient;cavalie;cavalies;cavalie;cavaliions;cavaliiez;cavalient;cavaliai;cavalias;cavalia;cavaliâmes;cavaliâtes;cavalièrent;cavaliasse;cavaliasses;cavaliât;cavaliassions;cavaliassiez;cavaliassent
5347;encourir;encours;encours;encourt;encourons;encourez;encourent;encourez;encourant;encouru;encourue;encourus;encourues;encourrai;encourras;encourra;encourrons;encourrez;encourront;encourais;encourais;encourait;encourions;encouriez;encouraient;encourrais;encourrais;encourrait;encourrions;encourriez;encourraient;encoure;encoures;encoure;encourions;encouriez;encourent;encourus;encourus;encourut;encourûmes;encourûtes;encoururent;encourusse;encourusses;encourût;encourussions;encourussiez;encourussent
5348;louvière;louvais;louvais;louvait;louvaisons;louvaites;louvont;louvaites;louvaisant;louvait;louvaite;louvaits;louvaites;louverai;louveras;louvera;louverons;louverez;louveront;louvaisais;louvaisais;louvaisait;louvaisions;louvaisiez;louvaisaient;louverais;louverais;louverait;louverions;louveriez;louveraient;louvasse;louvasses;louvasse;louvassions;louvassiez;louvassent;louvis;louvis;louvit;louvîmes;louvîtes;louvirent;louvisse;louvisses;louvît;louvissions;louvissiez;louvissent
5357;incarcérer;incarcère;incarcères;incarcère;incarcérons;incarcérez;incarcèrent;incarcérez;incarcérant;incarcéré;incarcérée;incarcérés;incarcérées;incarcérerai;incarcéreras;incarcérera;incarcérerons;incarcérerez;incarcéreront;incarcérais;incarcérais;incarcérait;incarcérions;incarcériez;incarcéraient;incarcérerais;incarcérerais;incarcérerait;incarcérerions;incarcéreriez;incarcéreraient;incarcère;incarcères;incarcère;incarcérions;incarcériez;incarcèrent;incarcérai;incarcéras;incarcéra;incarcérâmes;incarcérâtes;incarcérèrent;incarcérasse;incarcérasses;incarcérât;incarcérassions;incarcérassiez;incarcérassent
5362;probatoire;probeus;probeus;probeut;probouvons;probouvez;probeuvent;probouvez;probouvant;probu;probue;probus;probues;probouvrai;probouvras;probouvra;probouvrons;probouvrez;probouvront;probouvais;probouvais;probouvait;probouvions;probouviez;probouvaient;probouvrais;probouvrais;probouvrait;probouvrions;probouvriez;probouvraient;probeuve;probeuves;probeuve;probouvions;probouviez;probeuvent;probus;probus;probut;probûmes;probûtes;proburent;probusse;probusses;probût;probussions;probussiez;probussent
5364;purger;purge;purges;purge;purgeons;purgez;purgent;purgez;purgeant;purgé;purgée;purgés;purgées;purgerai;purgeras;purgera;purgerons;purgerez;purgeront;purgeais;purgeais;purgeait;purgions;purgiez;purgeaient;purgerais;purgerais;purgerait;purgerions;purgeriez;purgeraient;purge;purges;purge;purgions;purgiez;purgent;purgeai;purgeas;purgea;purgeâmes;purgeâtes;purgèrent;purgeasse;purgeasses;purgeât;purgeassions;purgeassiez;purgeassent
5367;entraver;entrave;entraves;entrave;entravons;entravez;entravent;entravez;entravant;entravé;entravée;entravés;entravées;entraverai;entraveras;entravera;entraverons;entraverez;entraveront;entravais;entravais;entravait;entravions;entraviez;entravaient;entraverais;entraverais;entraverait;entraverions;entraveriez;entraveraient;entrave;entraves;entrave;entravions;entraviez;entravent;entravai;entravas;entrava;entravâmes;entravâtes;entravèrent;entravasse;entravasses;entravât;entravassions;entravassiez;entravassent
5378;nouer;noue;noues;noue;nouons;nouez;nouent;nouez;nouant;noué;nouée;noués;nouées;nouerai;noueras;nouera;nouerons;nouerez;noueront;nouais;nouais;nouait;nouions;nouiez;nouaient;nouerais;nouerais;nouerait;nouerions;noueriez;noueraient;noue;noues;noue;nouions;nouiez;nouent;nouai;nouas;noua;nouâmes;nouâtes;nouèrent;nouasse;nouasses;nouât;nouassions;nouassiez;nouassent
5380;coller;colle;colles;colle;collons;collez;collent;collez;collant;collé;collée;collés;collées;collerai;colleras;collera;collerons;collerez;colleront;collais;collais;collait;collions;colliez;collaient;collerais;collerais;collerait;collerions;colleriez;colleraient;colle;colles;colle;collions;colliez;collent;collai;collas;colla;collâmes;collâtes;collèrent;collasse;collasses;collât;collassions;collassiez;collassent
5381;administrer;administre;administres;administre;administrons;administrez;administrent;administrez;administrant;administré;administrée;administrés;administrées;administrerai;administreras;administrera;administrerons;administrerez;administreront;administrais;administrais;administrait;administrions;administriez;administraient;administrerais;administrerais;administrerait;administrerions;administreriez;administreraient;administre;administres;administre;administrions;administriez;administrent;administrai;administras;administra;administrâmes;administrâtes;administrèrent;administrasse;administrasses;administrât;administrassions;administrassiez;administrassent
5384;baigner;baigne;baignes;baigne;baignons;baignez;baignent;baignez;baignant;baigné;baignée;baignés;baignées;baignerai;baigneras;baignera;baignerons;baignerez;baigneront;baignais;baignais;baignait;baignions;baigniez;baignaient;baignerais;baignerais;baignerait;baignerions;baigneriez;baigneraient;baigne;baignes;baigne;baignions;baigniez;baignent;baignai;baignas;baigna;baignâmes;baignâtes;baignèrent;baignasse;baignasses;baignât;baignassions;baignassiez;baignassent
5388;galler;galle;galles;galle;gallons;gallez;gallent;gallez;gallant;gallé;gallée;gallés;gallées;gallerai;galleras;gallera;gallerons;gallerez;galleront;gallais;gallais;gallait;gallions;galliez;gallaient;gallerais;gallerais;gallerait;gallerions;galleriez;galleraient;galle;galles;galle;gallions;galliez;gallent;gallai;gallas;galla;gallâmes;gallâtes;gallèrent;gallasse;gallasses;gallât;gallassions;gallassiez;gallassent
5395;trembler;tremble;trembles;tremble;tremblons;tremblez;tremblent;tremblez;tremblant;tremblé;tremblée;tremblés;tremblées;tremblerai;trembleras;tremblera;tremblerons;tremblerez;trembleront;tremblais;tremblais;tremblait;tremblions;trembliez;tremblaient;tremblerais;tremblerais;tremblerait;tremblerions;trembleriez;trembleraient;tremble;trembles;tremble;tremblions;trembliez;tremblent;tremblai;tremblas;trembla;tremblâmes;tremblâtes;tremblèrent;tremblasse;tremblasses;tremblât;tremblassions;tremblassiez;tremblassent
5401;coopérer;coopère;coopères;coopère;coopérons;coopérez;coopèrent;coopérez;coopérant;coopéré;coopérée;coopérés;coopérées;coopérerai;coopéreras;coopérera;coopérerons;coopérerez;coopéreront;coopérais;coopérais;coopérait;coopérions;coopériez;coopéraient;coopérerais;coopérerais;coopérerait;coopérerions;coopéreriez;coopéreraient;coopère;coopères;coopère;coopérions;coopériez;coopèrent;coopérai;coopéras;coopéra;coopérâmes;coopérâtes;coopérèrent;coopérasse;coopérasses;coopérât;coopérassions;coopérassiez;coopérassent
5402;filer;file;files;file;filons;filez;filent;filez;filant;filé;filée;filés;filées;filerai;fileras;filera;filerons;filerez;fileront;filais;filais;filait;filions;filiez;filaient;filerais;filerais;filerait;filerions;fileriez;fileraient;file;files;file;filions;filiez;filent;filai;filas;fila;filâmes;filâtes;filèrent;filasse;filasses;filât;filassions;filassiez;filassent
5404;décourager;décourage;décourages;décourage;décourageons;découragez;découragent;découragez;décourageant;découragé;découragée;découragés;découragées;découragerai;décourageras;découragera;découragerons;découragerez;décourageront;décourageais;décourageais;décourageait;découragions;découragiez;décourageaient;découragerais;découragerais;découragerait;découragerions;décourageriez;décourageraient;décourage;décourages;décourage;découragions;découragiez;découragent;décourageai;décourageas;découragea;décourageâmes;décourageâtes;découragèrent;décourageasse;décourageasses;décourageât;décourageassions;décourageassiez;décourageassent
5408;dévaster;dévaste;dévastes;dévaste;dévastons;dévastez;dévastent;dévastez;dévastant;dévasté;dévastée;dévastés;dévastées;dévasterai;dévasteras;dévastera;dévasterons;dévasterez;dévasteront;dévastais;dévastais;dévastait;dévastions;dévastiez;dévastaient;dévasterais;dévasterais;dévasterait;dévasterions;dévasteriez;dévasteraient;dévaste;dévastes;dévaste;dévastions;dévastiez;dévastent;dévastai;dévastas;dévasta;dévastâmes;dévastâtes;dévastèrent;dévastasse;dévastasses;dévastât;dévastassions;dévastassiez;dévastassent
5410;adhérer;adhère;adhères;adhère;adhérons;adhérez;adhèrent;adhérez;adhérant;adhéré;adhérée;adhérés;adhérées;adhérerai;adhéreras;adhérera;adhérerons;adhérerez;adhéreront;adhérais;adhérais;adhérait;adhérions;adhériez;adhéraient;adhérerais;adhérerais;adhérerait;adhérerions;adhéreriez;adhéreraient;adhère;adhères;adhère;adhérions;adhériez;adhèrent;adhérai;adhéras;adhéra;adhérâmes;adhérâtes;adhérèrent;adhérasse;adhérasses;adhérât;adhérassions;adhérassiez;adhérassent
5414;emparer;empare;empares;empare;emparons;emparez;emparent;emparez;emparant;emparé;emparée;emparés;emparées;emparerai;empareras;emparera;emparerons;emparerez;empareront;emparais;emparais;emparait;emparions;empariez;emparaient;emparerais;emparerais;emparerait;emparerions;empareriez;empareraient;empare;empares;empare;emparions;empariez;emparent;emparai;emparas;empara;emparâmes;emparâtes;emparèrent;emparasse;emparasses;emparât;emparassions;emparassiez;emparassent
5415;involontaire;involontais;involontais;involontait;involontaisons;involontaisez;involontaisent;involontaisez;involontaisant;involontu;involontue;involontus;involontues;involontairai;involontairas;involontaira;involontairons;involontairez;involontairont;involontaisais;involontaisais;involontaisait;involontaisions;involontaisiez;involontaisaient;involontairais;involontairais;involontairait;involontairions;involontairiez;involontairaient;involontaise;involontaises;involontaise;involontaisions;involontaisiez;involontaisent;involontus;involontus;involontut;involontûmes;involontûtes;involonturent;involontusse;involontusses;involontût;involontussions;involontussiez;involontussent
5418;fatiguer;fatigue;fatigues;fatigue;fatiguons;fatiguez;fatiguent;fatiguez;fatiguant;fatigué;fatiguée;fatigués;fatiguées;fatiguerai;fatigueras;fatiguera;fatiguerons;fatiguerez;fatigueront;fatiguais;fatiguais;fatiguait;fatiguions;fatiguiez;fatiguaient;fatiguerais;fatiguerais;fatiguerait;fatiguerions;fatigueriez;fatigueraient;fatigue;fatigues;fatigue;fatiguions;fatiguiez;fatiguent;fatiguai;fatiguas;fatigua;fatiguâmes;fatiguâtes;fatiguèrent;fatiguasse;fatiguasses;fatiguât;fatiguassions;fatiguassiez;fatiguassent
5425;chevalier;chevalie;chevalies;chevalie;chevalions;chevaliez;chevalient;chevaliez;chevaliant;chevalié;chevaliée;chevaliés;chevaliées;chevalierai;chevalieras;chevaliera;chevalierons;chevalierez;chevalieront;chevaliais;chevaliais;chevaliait;chevaliions;chevaliiez;chevaliaient;chevalierais;chevalierais;chevalierait;chevalierions;chevalieriez;chevalieraient;chevalie;chevalies;chevalie;chevaliions;chevaliiez;chevalient;chevaliai;chevalias;chevalia;chevaliâmes;chevaliâtes;chevalièrent;chevaliasse;chevaliasses;chevaliât;chevaliassions;chevaliassiez;chevaliassent
5426;attester;atteste;attestes;atteste;attestons;attestez;attestent;attestez;attestant;attesté;attestée;attestés;attestées;attesterai;attesteras;attestera;attesterons;attesterez;attesteront;attestais;attestais;attestait;attestions;attestiez;attestaient;attesterais;attesterais;attesterait;attesterions;attesteriez;attesteraient;atteste;attestes;atteste;attestions;attestiez;attestent;attestai;attestas;attesta;attestâmes;attestâtes;attestèrent;attestasse;attestasses;attestât;attestassions;attestassiez;attestassent
5429;nôtre;nis;nis;nit;nivons;nivez;nivent;nivez;nivant;nécu;nécue;nécus;nécues;nivrai;nivras;nivra;nivrons;nivrez;nivront;nivais;nivais;nivait;nivions;niviez;nivaient;nivrais;nivrais;nivrait;nivrions;nivriez;nivraient;nive;nives;nive;nivions;niviez;nivent;nécus;nécus;nécut;nécûmes;nécûtes;nécurent;nécusse;nécusses;nécût;nécussions;nécussiez;nécussent
5431;clamer;clame;clames;clame;clamons;clamez;clament;clamez;clamant;clamé;clamée;clamés;clamées;clamerai;clameras;clamera;clamerons;clamerez;clameront;clamais;clamais;clamait;clamions;clamiez;clamaient;clamerais;clamerais;clamerait;clamerions;clameriez;clameraient;clame;clames;clame;clamions;clamiez;clament;clamai;clamas;clama;clamâmes;clamâtes;clamèrent;clamasse;clamasses;clamât;clamassions;clamassiez;clamassent
5432;absorber;absorbe;absorbes;absorbe;absorbons;absorbez;absorbent;absorbez;absorbant;absorbé;absorbée;absorbés;absorbées;absorberai;absorberas;absorbera;absorberons;absorberez;absorberont;absorbais;absorbais;absorbait;absorbions;absorbiez;absorbaient;absorberais;absorberais;absorberait;absorberions;absorberiez;absorberaient;absorbe;absorbes;absorbe;absorbions;absorbiez;absorbent;absorbai;absorbas;absorba;absorbâmes;absorbâtes;absorbèrent;absorbasse;absorbasses;absorbât;absorbassions;absorbassiez;absorbassent
5434;prenanter;prenante;prenantes;prenante;prenantons;prenantez;prenantent;prenantez;prenantant;prenanté;prenantée;prenantés;prenantées;prenanterai;prenanteras;prenantera;prenanterons;prenanterez;prenanteront;prenantais;prenantais;prenantait;prenantions;prenantiez;prenantaient;prenanterais;prenanterais;prenanterait;prenanterions;prenanteriez;prenanteraient;prenante;prenantes;prenante;prenantions;prenantiez;prenantent;prenantai;prenantas;prenanta;prenantâmes;prenantâtes;prenantèrent;prenantasse;prenantasses;prenantât;prenantassions;prenantassiez;prenantassent
5453;pourparler;pourparle;pourparles;pourparle;pourparlons;pourparlez;pourparlent;pourparlez;pourparlant;pourparlé;pourparlée;pourparlés;pourparlées;pourparlerai;pourparleras;pourparlera;pourparlerons;pourparlerez;pourparleront;pourparlais;pourparlais;pourparlait;pourparlions;pourparliez;pourparlaient;pourparlerais;pourparlerais;pourparlerait;pourparlerions;pourparleriez;pourparleraient;pourparle;pourparles;pourparle;pourparlions;pourparliez;pourparlent;pourparlai;pourparlas;pourparla;pourparlâmes;pourparlâtes;pourparlèrent;pourparlasse;pourparlasses;pourparlât;pourparlassions;pourparlassiez;pourparlassent
5454;rémunérer;rémunère;rémunères;rémunère;rémunérons;rémunérez;rémunèrent;rémunérez;rémunérant;rémunéré;rémunérée;rémunérés;rémunérées;rémunérerai;rémunéreras;rémunérera;rémunérerons;rémunérerez;rémunéreront;rémunérais;rémunérais;rémunérait;rémunérions;rémunériez;rémunéraient;rémunérerais;rémunérerais;rémunérerait;rémunérerions;rémunéreriez;rémunéreraient;rémunère;rémunères;rémunère;rémunérions;rémunériez;rémunèrent;rémunérai;rémunéras;rémunéra;rémunérâmes;rémunérâtes;rémunérèrent;rémunérasse;rémunérasses;rémunérât;rémunérassions;rémunérassiez;rémunérassent
5458;stocker;stocke;stockes;stocke;stockons;stockez;stockent;stockez;stockant;stocké;stockée;stockés;stockées;stockerai;stockeras;stockera;stockerons;stockerez;stockeront;stockais;stockais;stockait;stockions;stockiez;stockaient;stockerais;stockerais;stockerait;stockerions;stockeriez;stockeraient;stocke;stockes;stocke;stockions;stockiez;stockent;stockai;stockas;stocka;stockâmes;stockâtes;stockèrent;stockasse;stockasses;stockât;stockassions;stockassiez;stockassent
5463;réputer;répute;réputes;répute;réputons;réputez;réputent;réputez;réputant;réputé;réputée;réputés;réputées;réputerai;réputeras;réputera;réputerons;réputerez;réputeront;réputais;réputais;réputait;réputions;réputiez;réputaient;réputerais;réputerais;réputerait;réputerions;réputeriez;réputeraient;répute;réputes;répute;réputions;réputiez;réputent;réputai;réputas;réputa;réputâmes;réputâtes;réputèrent;réputasse;réputasses;réputât;réputassions;réputassiez;réputassent
5468;sévir;sévis;sévis;sévit;sévissons;sévissez;sévissent;sévissez;sévissant;sévi;sévie;sévis;sévies;sévirai;séviras;sévira;sévirons;sévirez;séviront;sévissais;sévissais;sévissait;sévissions;sévissiez;sévissaient;sévirais;sévirais;sévirait;sévirions;séviriez;séviraient;sévisse;sévisses;sévisse;sévissions;sévissiez;sévissent;sévis;sévis;sévit;sévîmes;sévîtes;sévirent;sévisse;sévisses;sévît;sévissions;sévissiez;sévissent
5476;hôtelier;hôtelie;hôtelies;hôtelie;hôtelions;hôteliez;hôtelient;hôteliez;hôteliant;hôtelié;hôteliée;hôteliés;hôteliées;hôtelierai;hôtelieras;hôteliera;hôtelierons;hôtelierez;hôtelieront;hôteliais;hôteliais;hôteliait;hôteliions;hôteliiez;hôteliaient;hôtelierais;hôtelierais;hôtelierait;hôtelierions;hôtelieriez;hôtelieraient;hôtelie;hôtelies;hôtelie;hôteliions;hôteliiez;hôtelient;hôteliai;hôtelias;hôtelia;hôteliâmes;hôteliâtes;hôtelièrent;hôteliasse;hôteliasses;hôteliât;hôteliassions;hôteliassiez;hôteliassent
5479;chauffer;chauffe;chauffes;chauffe;chauffons;chauffez;chauffent;chauffez;chauffant;chauffé;chauffée;chauffés;chauffées;chaufferai;chaufferas;chauffera;chaufferons;chaufferez;chaufferont;chauffais;chauffais;chauffait;chauffions;chauffiez;chauffaient;chaufferais;chaufferais;chaufferait;chaufferions;chaufferiez;chaufferaient;chauffe;chauffes;chauffe;chauffions;chauffiez;chauffent;chauffai;chauffas;chauffa;chauffâmes;chauffâtes;chauffèrent;chauffasse;chauffasses;chauffât;chauffassions;chauffassiez;chauffassent
5481;noyer;noie;noies;noie;noyons;noyez;noient;noyez;noyant;noyé;noyée;noyés;noyées;noierai;noieras;noiera;noierons;noierez;noieront;noyais;noyais;noyait;noyions;noyiez;noyaient;noierais;noierais;noierait;noierions;noieriez;noieraient;noie;noies;noie;noyions;noyiez;noient;noyai;noyas;noya;noyâmes;noyâtes;noyèrent;noyasse;noyasses;noyât;noyassions;noyassiez;noyassent
5487;acheminer;achemine;achemines;achemine;acheminons;acheminez;acheminent;acheminez;acheminant;acheminé;acheminée;acheminés;acheminées;acheminerai;achemineras;acheminera;acheminerons;acheminerez;achemineront;acheminais;acheminais;acheminait;acheminions;acheminiez;acheminaient;acheminerais;acheminerais;acheminerait;acheminerions;achemineriez;achemineraient;achemine;achemines;achemine;acheminions;acheminiez;acheminent;acheminai;acheminas;achemina;acheminâmes;acheminâtes;acheminèrent;acheminasse;acheminasses;acheminât;acheminassions;acheminassiez;acheminassent
5491;paralyser;paralyse;paralyses;paralyse;paralysons;paralysez;paralysent;paralysez;paralysant;paralysé;paralysée;paralysés;paralysées;paralyserai;paralyseras;paralysera;paralyserons;paralyserez;paralyseront;paralysais;paralysais;paralysait;paralysions;paralysiez;paralysaient;paralyserais;paralyserais;paralyserait;paralyserions;paralyseriez;paralyseraient;paralyse;paralyses;paralyse;paralysions;paralysiez;paralysent;paralysai;paralysas;paralysa;paralysâmes;paralysâtes;paralysèrent;paralysasse;paralysasses;paralysât;paralysassions;paralysassiez;paralysassent
5503;préparatoire;préparatois;préparatois;préparatoit;préparatoivons;préparatoivez;préparatoivent;préparatoivez;préparatoivant;préparatoit;préparatoite;préparatoits;préparatoites;préparatoirai;préparatoiras;préparatoira;préparatoirons;préparatoirez;préparatoiront;préparatoivais;préparatoivais;préparatoivait;préparatoivions;préparatoiviez;préparatoivaient;préparatoirais;préparatoirais;préparatoirait;préparatoirions;préparatoiriez;préparatoiraient;préparatoive;préparatoives;préparatoive;préparatoivions;préparatoiviez;préparatoivent;préparatoivis;préparatoivis;préparatoivit;préparatoivîmes;préparatoivîtes;préparatoivirent;préparatoivisse;préparatoivisses;préparatoivît;préparatoivissions;préparatoivissiez;préparatoivissent
5504;renchérir;renchéris;renchéris;renchérit;renchérissons;renchérissez;renchérissent;renchérissez;renchérissant;renchéri;renchérie;renchéris;renchéries;renchérirai;renchériras;renchérira;renchérirons;renchérirez;renchériront;renchérissais;renchérissais;renchérissait;renchérissions;renchérissiez;renchérissaient;renchérirais;renchérirais;renchérirait;renchéririons;renchéririez;renchériraient;renchérisse;renchérisses;renchérisse;renchérissions;renchérissiez;renchérissent;renchéris;renchéris;renchérit;renchérîmes;renchérîtes;renchérirent;renchérisse;renchérisses;renchérît;renchérissions;renchérissiez;renchérissent
5512;fièvre;fiois;fiois;fioit;fioyons;fioyez;fioient;fioyez;fioyant;fiu;fiue;fius;fiues;fioirai;fioiras;fioira;fioirons;fioirez;fioiront;fioyais;fioyais;fioyait;fioyions;fioyiez;fioyaient;fioirais;fioirais;fioirait;fioirions;fioiriez;fioiraient;fioie;fioies;fioie;fioyions;fioyiez;fioient;fius;fius;fiut;fiûmes;fiûtes;fiurent;fiusse;fiusses;fiût;fiussions;fiussiez;fiussent
5517;détériorer;détériore;détériores;détériore;détériorons;détériorez;détériorent;détériorez;détériorant;détérioré;détériorée;détériorés;détériorées;détériorerai;détérioreras;détériorera;détériorerons;détériorerez;détérioreront;détériorais;détériorais;détériorait;détériorions;détérioriez;détérioraient;détériorerais;détériorerais;détériorerait;détériorerions;détérioreriez;détérioreraient;détériore;détériores;détériore;détériorions;détérioriez;détériorent;détériorai;détérioras;détériora;détériorâmes;détériorâtes;détériorèrent;détériorasse;détériorasses;détériorât;détériorassions;détériorassiez;détériorassent
5519;camper;campe;campes;campe;campons;campez;campent;campez;campant;campé;campée;campés;campées;camperai;camperas;campera;camperons;camperez;camperont;campais;campais;campait;campions;campiez;campaient;camperais;camperais;camperait;camperions;camperiez;camperaient;campe;campes;campe;campions;campiez;campent;campai;campas;campa;campâmes;campâtes;campèrent;campasse;campasses;campât;campassions;campassiez;campassent
5526;divulguer;divulgue;divulgues;divulgue;divulguons;divulguez;divulguent;divulguez;divulguant;divulgué;divulguée;divulgués;divulguées;divulguerai;divulgueras;divulguera;divulguerons;divulguerez;divulgueront;divulguais;divulguais;divulguait;divulguions;divulguiez;divulguaient;divulguerais;divulguerais;divulguerait;divulguerions;divulgueriez;divulgueraient;divulgue;divulgues;divulgue;divulguions;divulguiez;divulguent;divulguai;divulguas;divulgua;divulguâmes;divulguâtes;divulguèrent;divulguasse;divulguasses;divulguât;divulguassions;divulguassiez;divulguassent
5530;dépêcher;dépêche;dépêches;dépêche;dépêchons;dépêchez;dépêchent;dépêchez;dépêchant;dépêché;dépêchée;dépêchés;dépêchées;dépêcherai;dépêcheras;dépêchera;dépêcherons;dépêcherez;dépêcheront;dépêchais;dépêchais;dépêchait;dépêchions;dépêchiez;dépêchaient;dépêcherais;dépêcherais;dépêcherait;dépêcherions;dépêcheriez;dépêcheraient;dépêche;dépêches;dépêche;dépêchions;dépêchiez;dépêchent;dépêchai;dépêchas;dépêcha;dépêchâmes;dépêchâtes;dépêchèrent;dépêchasse;dépêchasses;dépêchât;dépêchassions;dépêchassiez;dépêchassent
5534;remédier;remédie;remédies;remédie;remédions;remédiez;remédient;remédiez;remédiant;remédié;remédiée;remédiés;remédiées;remédierai;remédieras;remédiera;remédierons;remédierez;remédieront;remédiais;remédiais;remédiait;remédiions;remédiiez;remédiaient;remédierais;remédierais;remédierait;remédierions;remédieriez;remédieraient;remédie;remédies;remédie;remédiions;remédiiez;remédient;remédiai;remédias;remédia;remédiâmes;remédiâtes;remédièrent;remédiasse;remédiasses;remédiât;remédiassions;remédiassiez;remédiassent
5537;portuaire;portuais;portuais;portuait;portuaisons;portuaites;portuont;portuaites;portuaisant;portuait;portuaite;portuaits;portuaites;portuerai;portueras;portuera;portuerons;portuerez;portueront;portuaisais;portuaisais;portuaisait;portuaisions;portuaisiez;portuaisaient;portuerais;portuerais;portuerait;portuerions;portueriez;portueraient;portuasse;portuasses;portuasse;portuassions;portuassiez;portuassent;portuis;portuis;portuit;portuîmes;portuîtes;portuirent;portuisse;portuisses;portuît;portuissions;portuissiez;portuissent
